,Salario,Empresa,Modalidad,PlataformasEmpleo,Fecha,PuestoTrabajo,Pais,idPais,Continente,herramientas
0,2495.0,Amaris,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,['r']
1,2544.0,PYCO Group,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,"['sql', 'tableau']"
2,2733.0,Unique,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,['excel']
3,7543.0,VOO,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,"['python', 'sql', 'tableau']"
4,7748.0,"Stubbe, Lisart & Partners",presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
5,12554.0,BNP Paribas,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
6,12631.0,Institutional Shareholder Services,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,[]
7,12679.0,Bimona,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,['sql']
8,12855.0,Safir Consulting,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
9,17630.0,EyeTech Solutions,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
10,17637.0,Mastercard,presencial,glassdoor,2019-10-17,data analyst,Belgium,BE,Western Europe,[]
11,17778.0,Unique,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,[]
12,31031.0,Xplore Group,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
13,31061.0,APROPLAN,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
14,31309.0,EyeTech Solutions,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
15,41770.0,Unique,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
16,41792.0,D Network Worldwide,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
17,42079.0,Luminus,presencial,glassdoor,2019-10-28,data analyst,Belgium,BE,Western Europe,[]
18,87333.0,IT Talent,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,[]
19,87512.0,Promotora Industrial GIM,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,[]
20,87714.0,Visser & Van Baars,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
21,3382.0,Milcobel,presencial,glassdoor,2019-10-17,data analyst,Belgium,BE,Western Europe,[]
22,3485.0,Hays,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
23,3486.0,Konvert Interim,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
24,3505.0,Salt,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,[]
25,8432.0,Jan De Nul Group,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
26,8489.0,SIRE,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
27,8515.0,Altran Group,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
28,8530.0,EyeTech Solutions,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,[]
29,13344.0,Konvert Interim,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
30,13524.0,Synergie,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
31,13534.0,EyeTech Solutions,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
32,13557.0,vind!,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
33,47131.0,Gazelle Global Consulting,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,[]
34,48707.0,Securex,presencial,glassdoor,2019-10-23,data analyst,Belgium,BE,Western Europe,['excel']
35,48968.0,Manpower,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,['excel']
36,51384.0,DynaFin Consulting,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
37,51590.0,EyeTech Solutions,presencial,glassdoor,2019-10-30,data analyst,Belgium,BE,Western Europe,['sas']
38,78005.0,Federale,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['sql']
39,79908.0,Unique,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
40,79935.0,Smals,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
41,79954.0,Start People,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,['sql']
42,80592.0,Keyrus Group,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['sql']
43,80983.0,Connect People,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,['sql']
44,103770.0,Acquaintance Enterprises,presencial,glassdoor,2019-10-30,data analyst,Belgium,BE,Western Europe,['excel']
45,103827.0,EyeTech Solutions,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
46,103892.0,iStorm (Belgium),presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,['excel']
47,103945.0,Degroof Petercam,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['python']
48,106271.0,Visser & Van Baars,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,['excel']
49,106443.0,EMW,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
50,106450.0,Federale,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['sql']
51,106863.0,Visser & Van Baars,presencial,glassdoor,2019-10-23,data analyst,Belgium,BE,Western Europe,['tableau']
52,109558.0,Talentus,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
53,109618.0,Visser & Van Baars,presencial,glassdoor,2019-11-02,data analyst,Belgium,BE,Western Europe,['tableau']
54,129150.0,Harvey Nash Group,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
55,129200.0,Allianz,presencial,glassdoor,2019-10-30,data analyst,Belgium,BE,Western Europe,['tableau']
56,130627.0,Infront,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
57,130660.0,Colruyt Group,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,['python']
58,130673.0,DynaFin Consulting,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
59,133956.0,TopCompare.be,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['excel']
60,134224.0,IT Talent,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
61,136048.0,Connect People,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,['sql']
62,136072.0,Ypto,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
63,56404.0,Avertim,presencial,glassdoor,2019-10-14,data analyst,Belgium,BE,Western Europe,[]
64,56441.0,La Redoute,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['sql']
65,56610.0,Federale,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
66,56626.0,James Woodman,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
67,56644.0,Harvey Nash Group,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['sql']
68,56945.0,Picanol,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['segment']
69,56999.0,Colruyt Group,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,['excel']
70,57020.0,Orbid,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,"['sql', 'excel']"
71,57052.0,Federale,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['sas']
72,62102.0,Ixor,presencial,glassdoor,2019-11-03,data analyst,Belgium,BE,Western Europe,[]
73,62112.0,Next Ventures,presencial,glassdoor,2019-10-28,data analyst,Belgium,BE,Western Europe,[]
74,62307.0,I-pulses,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
75,62351.0,aariXa,presencial,glassdoor,2019-11-10,data analyst,Belgium,BE,Western Europe,[]
76,76309.0,Hays,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
77,76515.0,EyeTech Solutions,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,[]
78,76597.0,BE-MOBILE,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
79,81299.0,EyeTech Solutions,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
80,81346.0,Donaldson,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,['excel']
81,96568.0,Unique,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,[]
82,96625.0,Kellogg Company,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,[]
83,96685.0,X2O,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
84,96786.0,Vox Teneo,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
85,96853.0,Smals,presencial,glassdoor,2019-10-23,data analyst,Belgium,BE,Western Europe,[]
86,96892.0,Talentus,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,[]
87,82314.0,Synergie,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
88,82376.0,TUI Group,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,['python']
89,100724.0,Synergie,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,['excel']
90,101735.0,DXC Technology,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
91,101776.0,Lava,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,[]
92,104744.0,Experis,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
93,104799.0,Euroclear Bank,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
94,104923.0,Baxter,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
95,108391.0,MCR,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
96,108469.0,Actief,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
97,66703.0,Exellys,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
98,67070.0,Select Projects,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
99,78135.0,omp,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
100,78364.0,Rebis Consulting,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,"['sql', 'sas']"
101,78369.0,BNP Paribas,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
102,79363.0,P&J Benedict,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['excel']
103,79468.0,BNP Paribas,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,['sql']
104,79498.0,Alpha Credit,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,['sql']
105,79501.0,Fédération Wallonie-Bruxelles,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,[]
106,79645.0,Galeria Inno,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
107,79717.0,Tubitak MAM,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
108,80171.0,Apside,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
109,80433.0,V-IT,presencial,glassdoor,2019-10-14,data analyst,Belgium,BE,Western Europe,[]
110,84840.0,Altran Group,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
111,85075.0,D Network Worldwide,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
112,86927.0,Ordina,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
113,3098.0,Trilations,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,[]
114,12971.0,ING,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,[]
115,13187.0,Let's Work USA,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,[]
116,17879.0,TVH Group,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
117,18023.0,IT Talent,presencial,glassdoor,2019-10-23,data analyst,Belgium,BE,Western Europe,[]
118,18148.0,Walters People,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
119,33194.0,Ypto,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,['sas']
120,38070.0,TiTANS Consulting,presencial,glassdoor,2019-10-20,data analyst,Belgium,BE,Western Europe,"['r', 'sas']"
121,110119.0,CIRB-CIBG,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
122,110376.0,Carrefour,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
123,111925.0,Bank J.Van Breda & Co.,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,[]
124,112025.0,Ypto,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
125,112062.0,EyeTech Solutions,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
126,123419.0,ORES,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
127,123921.0,Kellogg Company,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,[]
128,123956.0,Manpower,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
129,124152.0,D Network Worldwide,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['sql']
130,128016.0,TopCompare.be,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['excel']
131,128215.0,WaW,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,['excel']
132,128219.0,Securex,presencial,glassdoor,2019-10-23,data analyst,Belgium,BE,Western Europe,['excel']
133,89047.0,Colruyt Group,presencial,glassdoor,2019-10-17,data analyst,Belgium,BE,Western Europe,[]
134,89247.0,Salt,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,[]
135,101927.0,Grundfos,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,[]
136,101969.0,ProjectPolis,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
137,101996.0,Abbott Laboratories,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
138,104363.0,AXA,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,['excel']
139,104474.0,Bright Plus,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,['excel']
140,104665.0,James Woodman,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
141,108016.0,Orbid,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,"['sql', 'excel']"
142,108072.0,Capco,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
143,108131.0,Luminus,presencial,glassdoor,2019-10-23,data analyst,Belgium,BE,Western Europe,[]
144,108139.0,Visser & Van Baars,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,[]
145,108170.0,Allianz,presencial,glassdoor,2019-10-14,data analyst,Belgium,BE,Western Europe,"['sql', 'excel']"
146,108222.0,Perrigo,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,[]
147,117904.0,Janssen,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,['excel']
148,76104.0,Strand Associates,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
149,76626.0,WaW,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
150,76850.0,Dixon & Company,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,"['segment', 'excel']"
151,77021.0,Smals,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
152,77139.0,Proximus,presencial,glassdoor,2019-10-30,data analyst,Belgium,BE,Western Europe,[]
153,100289.0,James Woodman,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,['excel']
154,102196.0,ING,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,[]
155,102360.0,Nielsen,presencial,glassdoor,2019-10-21,data analyst,Belgium,BE,Western Europe,[]
156,102389.0,Connect People,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,['snowflake']
157,102542.0,Konvert Interim,presencial,glassdoor,2019-10-24,data analyst,Belgium,BE,Western Europe,['excel']
158,103986.0,D Network Worldwide,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
159,104034.0,Fyte,presencial,glassdoor,2019-10-17,data analyst,Belgium,BE,Western Europe,[]
160,104164.0,Booz Allen Hamilton,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
161,104190.0,Vox Teneo,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
162,104251.0,Allianz,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
163,104337.0,DynaFin Consulting,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
164,4344.0,Hobson Prior,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,[]
165,4481.0,IT Talent,presencial,glassdoor,2019-10-23,data analyst,Belgium,BE,Western Europe,[]
166,4598.0,TriFinance,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
167,9349.0,MALTEM Consulting,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
168,9373.0,P4P Agency,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,"['jupyter', 'sql']"
169,9423.0,Trilations,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
170,9437.0,Orange Business Services,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
171,9552.0,MCR,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
172,9633.0,alti.cernum,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
173,14418.0,Asap.be,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
174,14474.0,EyeTech Solutions,presencial,glassdoor,2019-10-30,data analyst,Belgium,BE,Western Europe,[]
175,14558.0,EyeTech Solutions,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
176,19418.0,EyeTech Solutions,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
177,19471.0,PTOLEMUS Consulting Group,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
178,19492.0,Konvert Interim,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
179,19502.0,Walters People,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,['excel']
180,36470.0,ING,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,[]
181,36595.0,SUEZ,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,"['tableau', 'excel']"
182,38201.0,LEROY & ASSOCIES,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
183,38364.0,JLG,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,"['segment', 'excel']"
184,38408.0,D Network Worldwide,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
185,39361.0,Altran Group,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
186,62861.0,HAYS RESPONSE,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
187,63087.0,Manpower,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
188,67730.0,Netlink Group,presencial,glassdoor,2019-10-14,data analyst,Belgium,BE,Western Europe,[]
189,86316.0,Bharti AXA,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
190,86432.0,Cognizant Technology Solutions,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,['excel']
191,86480.0,James Woodman,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
192,87995.0,Thalys,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
193,88073.0,Quality@Speed,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['excel']
194,88263.0,Contraste Europe,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
195,91865.0,MCR,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
196,513.0,Smals,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
197,567.0,Talentus,presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,[]
198,5512.0,Ypto,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
199,5543.0,Axis Group,presencial,glassdoor,2019-10-28,data analyst,Belgium,BE,Western Europe,[]
200,5564.0,Hays,presencial,glassdoor,2019-10-27,data analyst,Belgium,BE,Western Europe,[]
201,5613.0,Dixon & Company,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,"['segment', 'excel']"
202,5674.0,D Network Worldwide,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['sql']
203,5696.0,VF,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,[]
204,5725.0,Mercuri Urval,presencial,glassdoor,2019-10-29,data analyst,Belgium,BE,Western Europe,[]
205,35033.0,FIRST STOP,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
206,35093.0,Oliver James Associates,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
207,35259.0,TiTANS Consulting,presencial,glassdoor,2019-10-20,data analyst,Belgium,BE,Western Europe,['sql']
208,35518.0,EyeTech Solutions,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
209,42147.0,C&A,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
210,42263.0,Perrigo,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
211,42366.0,I-pulses,presencial,glassdoor,2019-10-17,data analyst,Belgium,BE,Western Europe,[]
212,138920.0,CooperVision,presencial,glassdoor,2019-10-14,data analyst,Belgium,BE,Western Europe,"['sql', 'tableau']"
213,138935.0,Hays,presencial,glassdoor,2019-10-30,data analyst,Belgium,BE,Western Europe,[]
214,138954.0,Unit-T,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
215,139222.0,Safir Consulting,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
216,140767.0,EyeTech Solutions,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
217,140827.0,Ypto,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
218,140860.0,EyeTech Solutions,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
219,42923.0,PepsiCo,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,[]
220,42952.0,EyeTech Solutions,presencial,glassdoor,2019-10-18,data analyst,Belgium,BE,Western Europe,[]
221,66336.0,Accent Group (UK),presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,[]
222,66489.0,Five Talents Financial Group,presencial,glassdoor,2019-10-24,data analyst,Belgium,BE,Western Europe,[]
223,66683.0,Brainbridge,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,[]
224,66686.0,Procter & Gamble,presencial,glassdoor,2019-11-10,data analyst,Belgium,BE,Western Europe,[]
225,69254.0,UCB,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
226,69400.0,IT Talent,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
227,69456.0,EyeTech Solutions,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
228,69491.0,D Network Worldwide,presencial,glassdoor,2019-10-30,data analyst,Belgium,BE,Western Europe,['excel']
229,74149.0,Hydro,presencial,glassdoor,2019-11-02,data analyst,Belgium,BE,Western Europe,[]
230,74277.0,AG Insurance,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
231,97354.0,Robert Walters,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
232,99416.0,Sii Poland,presencial,glassdoor,2019-10-14,data analyst,Belgium,BE,Western Europe,[]
233,99451.0,RealDolmen,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
234,99550.0,DynaFin Consulting,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
235,99551.0,EyeTech Solutions,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,[]
236,99672.0,Q4talent,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
237,145455.0,Mastercard,presencial,glassdoor,2019-10-15,data analyst,Belgium,BE,Western Europe,[]
238,145500.0,Oliver James Associates,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
239,145605.0,Smals,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
240,145628.0,MALTEM Consulting,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,[]
241,95029.0,Vanbreda Risk & Benefits,presencial,glassdoor,2019-10-31,data analyst,Belgium,BE,Western Europe,[]
242,95080.0,Synergie,presencial,glassdoor,2019-11-05,data analyst,Belgium,BE,Western Europe,[]
243,95597.0,BE-MOBILE,presencial,glassdoor,2019-10-22,data analyst,Belgium,BE,Western Europe,[]
244,95796.0,Flanders Make,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,[]
245,95802.0,Infrabel,presencial,glassdoor,2019-10-14,data analyst,Belgium,BE,Western Europe,[]
246,114100.0,Oliver James Associates,presencial,glassdoor,2019-11-07,data analyst,Belgium,BE,Western Europe,[]
247,114115.0,NMBS,presencial,glassdoor,2019-11-08,data analyst,Belgium,BE,Western Europe,['sql']
248,114188.0,Yes Talent,presencial,glassdoor,2019-10-24,data analyst,Belgium,BE,Western Europe,[]
249,114203.0,LloydsPharmacy,presencial,glassdoor,2019-11-04,data analyst,Belgium,BE,Western Europe,['excel']
250,116886.0,Qjob (Hungary),presencial,glassdoor,2019-10-25,data analyst,Belgium,BE,Western Europe,['excel']
251,117145.0,Mastercard,presencial,glassdoor,2019-10-17,data analyst,Belgium,BE,Western Europe,[]
252,124798.0,Colruyt Group,presencial,glassdoor,2019-10-17,data analyst,Belgium,BE,Western Europe,[]
253,124940.0,AXA,presencial,glassdoor,2019-11-06,data analyst,Belgium,BE,Western Europe,[]
254,125004.0,Picanol,presencial,glassdoor,2019-11-01,data analyst,Belgium,BE,Western Europe,['segment']
255,130047.0,AGO Jobs & HR,presencial,glassdoor,2019-10-16,data analyst,Belgium,BE,Western Europe,[]
256,130172.0,EORTC,presencial,glassdoor,2019-10-14,data analyst,Belgium,BE,Western Europe,[]
257,130236.0,Proximus,presencial,glassdoor,2019-10-30,data analyst,Belgium,BE,Western Europe,[]
