,Salario,Empresa,Modalidad,PlataformasEmpleo,Fecha,PuestoTrabajo,Pais,idPais,Continente,herramientas
2492,20708.0,Drakkar,presencial,glassdoor,2019-10-23,data analyst,Canada,CA,Northern America,[]
2493,21021.0,Drakkar,presencial,glassdoor,2019-10-22,data analyst,Canada,CA,Northern America,[]
2494,21048.0,Thunder Bay Regional Health Sciences Center,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,[]
2495,21129.0,Scotiabank,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2496,21264.0,BC Public Service,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,[]
2497,120923.0,Constellation Homebuilder Systems,presencial,glassdoor,2019-10-14,data analyst,Canada,CA,Northern America,[]
2498,120993.0,Mitsubishi UFJ,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2499,122026.0,Priority Worldwide Services,presencial,glassdoor,2019-10-08,data analyst,Canada,CA,Northern America,[]
2500,143596.0,Ivanhoé Cambridge,presencial,glassdoor,2019-10-12,data analyst,Canada,CA,Northern America,['sql']
2501,143676.0,British Columbia Investment Management Corporation,presencial,glassdoor,2019-11-01,data analyst,Canada,CA,Northern America,['sql']
2502,144178.0,Heartland Farm Mutual,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2503,38898.0,Gevity HR,presencial,glassdoor,2019-10-01,data analyst,Canada,CA,Northern America,[]
2504,52835.0,Scotiabank,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,['sql']
2505,55659.0,McGill University,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,"['sql', 'tableau']"
2506,55837.0,Connor Clark & Lunn,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2507,57906.0,Iovate Health Sciences,presencial,glassdoor,2019-10-23,data analyst,Canada,CA,Northern America,['excel']
2508,57910.0,TransForm Shared Service Organization,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2509,58032.0,Aurora Cannabis,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,"['python', 'sql', 'excel']"
2510,58364.0,MAXIMUS,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,"['r', 'sql']"
2511,58686.0,PROXIMITEAM,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2512,58916.0,Quercus Solutions,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2513,106498.0,Attain Solutions,presencial,glassdoor,2019-07-22,data analyst,Canada,CA,Northern America,[]
2514,106648.0,Modis,presencial,glassdoor,2019-09-12,data analyst,Canada,CA,Northern America,[]
2515,107320.0,Nexans,presencial,glassdoor,2019-10-24,data analyst,Canada,CA,Northern America,[]
2516,107403.0,Mitsubishi UFJ,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2517,107407.0,Purolator,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,[]
2518,107510.0,MAXIMUS,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,"['r', 'sql']"
2519,111567.0,Arcurve,presencial,glassdoor,2019-11-09,data analyst,Canada,CA,Northern America,[]
2520,111717.0,BC Public Service,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,[]
2521,112825.0,Bond Brand Loyalty,presencial,glassdoor,2019-10-23,data analyst,Canada,CA,Northern America,[]
2522,114354.0,Foresters Financial,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['sql']
2523,114373.0,ITR Laboratories,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2524,114689.0,lululemon,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2525,115083.0,Innovelocity BPM,presencial,glassdoor,2019-10-28,data analyst,Canada,CA,Northern America,[]
2526,115355.0,UCS Forest Group,presencial,glassdoor,2019-10-29,data analyst,Canada,CA,Northern America,"['tableau', 'sql', 'excel']"
2527,123580.0,TELUS,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,['excel']
2528,126832.0,Sryas,presencial,glassdoor,2019-10-24,data analyst,Canada,CA,Northern America,['sql']
2529,126904.0,eTeam,presencial,glassdoor,2019-09-03,data analyst,Canada,CA,Northern America,[]
2530,126915.0,Munich Re,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,['excel']
2531,119339.0,PeopleInsight,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['tableau']
2532,119628.0,1QB Information Technologies 1QBit,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2533,119634.0,RCM Technologies,presencial,glassdoor,2019-10-15,data analyst,Canada,CA,Northern America,[]
2534,119854.0,Kabam,presencial,glassdoor,2019-10-16,data analyst,Canada,CA,Northern America,['sql']
2535,125629.0,FlightHub,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,"['sql', 'excel']"
2536,125633.0,Birchwood Automotive Group,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,[]
2537,131224.0,Priority Worldwide Services,presencial,glassdoor,2019-10-08,data analyst,Canada,CA,Northern America,[]
2538,131487.0,Workplace Safety North,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sas']
2539,131791.0,Cascades,presencial,glassdoor,2019-10-19,data analyst,Canada,CA,Northern America,['excel']
2540,133305.0,Genetec,presencial,glassdoor,2019-10-29,data analyst,Canada,CA,Northern America,[]
2541,133522.0,BDO,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2542,133796.0,FGF Brands,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2543,59432.0,Transit App,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,['sql']
2544,59484.0,Northbridge Financial,presencial,glassdoor,2019-10-29,data analyst,Canada,CA,Northern America,['sql']
2545,60286.0,TripElephant,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['sql']
2546,60384.0,Integrated Resources,presencial,glassdoor,2019-10-15,data analyst,Canada,CA,Northern America,[]
2547,139975.0,City of Edmonton,presencial,glassdoor,2019-10-28,data analyst,Canada,CA,Northern America,"['sql', 'knime', 'tableau']"
2548,140099.0,Allstate,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sas']
2549,137149.0,Bombardier,presencial,glassdoor,2019-11-03,data analyst,Canada,CA,Northern America,[]
2550,137254.0,HomEquity Bank,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2551,137280.0,Global Excel Management,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['excel']
2552,137403.0,Enghouse Systems,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['sql']
2553,6818.0,Aurora Cannabis,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,"['python', 'sql', 'excel']"
2554,6954.0,CPP Investment Board,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2555,7024.0,Aecon,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['excel']
2556,7086.0,Alterna Savings,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2557,11821.0,Randstad,presencial,glassdoor,2019-10-17,data analyst,Canada,CA,Northern America,['sql']
2558,16915.0,Ipex,presencial,glassdoor,2019-10-21,data analyst,Canada,CA,Northern America,['excel']
2559,16937.0,Parkland Fuel Corporation,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2560,17100.0,MNP LLP,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sql']
2561,22299.0,Loblaw Companies,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['r']
2562,23180.0,American Iron and Metal,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2563,122219.0,The Globe & Mail,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,"['python', 'sql', 'tableau']"
2564,122345.0,Sterling-Turner,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,"['r', 'sql']"
2565,136552.0,Loblaw Companies,presencial,glassdoor,2019-10-19,data analyst,Canada,CA,Northern America,"['r', 'sql']"
2566,136595.0,Levio,presencial,glassdoor,2019-10-17,data analyst,Canada,CA,Northern America,[]
2567,136601.0,The Home Delivery Group,presencial,glassdoor,2019-10-24,data analyst,Canada,CA,Northern America,[]
2568,140438.0,SRA Staffing Solutions,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,[]
2569,99085.0,Innomar Strategies,presencial,glassdoor,2019-10-15,data analyst,Canada,CA,Northern America,['sql']
2570,118535.0,Modis,presencial,glassdoor,2019-10-17,data analyst,Canada,CA,Northern America,[]
2571,120519.0,Online Business Systems,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,[]
2572,120595.0,Eagle Professional Resources,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['excel']
2573,122948.0,Workplace Safety North,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sas']
2574,122988.0,Health Sciences North,presencial,glassdoor,2019-10-16,data analyst,Canada,CA,Northern America,[]
2575,123121.0,Scotiabank,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,['sql']
2576,143226.0,Randstad,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,[]
2577,143377.0,Randstad,presencial,glassdoor,2019-09-30,data analyst,Canada,CA,Northern America,"['tableau', 'sas']"
2578,143536.0,Arcurve,presencial,glassdoor,2019-11-09,data analyst,Canada,CA,Northern America,[]
2579,93475.0,Financial Horizons Group,presencial,glassdoor,2019-11-02,data analyst,Canada,CA,Northern America,[]
2580,112403.0,TELUS,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,"['sql', 'tableau']"
2581,112530.0,Levio,presencial,glassdoor,2019-10-17,data analyst,Canada,CA,Northern America,[]
2582,113081.0,belairdirect,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,"['sql', 'sas']"
2583,113222.0,Axamit,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2584,113274.0,Enghouse Systems,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2585,116316.0,Heart and Stroke Foundation of Canada,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,"['r', 'excel', 'sas']"
2586,116388.0,Institute for Clinical Evaluative Sciences,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,"['sql', 'sas']"
2587,135194.0,Exergy Solutions.,presencial,glassdoor,2019-10-27,data analyst,Canada,CA,Northern America,['excel']
2588,135349.0,TJX Canada,presencial,glassdoor,2019-10-29,data analyst,Canada,CA,Northern America,[]
2589,135404.0,Botsford Commons,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sql']
2590,4942.0,Health Sciences North,presencial,glassdoor,2019-10-16,data analyst,Canada,CA,Northern America,[]
2591,14644.0,City of Mississauga Canada,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2592,14817.0,GS1 Canada,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2593,19819.0,Glu Mobile,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,"['r', 'presto', 'tableau']"
2594,30502.0,Ipex,presencial,glassdoor,2019-10-21,data analyst,Canada,CA,Northern America,['excel']
2595,30743.0,ALMAG Aluminum,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2596,31018.0,GHD,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,['excel']
2597,32476.0,Hung Right Doors,presencial,glassdoor,2019-10-17,data analyst,Canada,CA,Northern America,[]
2598,32547.0,Blueprint Solutions,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2599,33005.0,SunnyFuture Career,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2600,25611.0,MNP LLP,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,['sql']
2601,28710.0,Energy Transportation Group,presencial,glassdoor,2019-10-17,data analyst,Canada,CA,Northern America,['sql']
2602,29281.0,Levio,presencial,glassdoor,2019-10-17,data analyst,Canada,CA,Northern America,[]
2603,29444.0,Aptum Technologies,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2604,29469.0,Aptean,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2605,29640.0,SolJiT,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2606,29840.0,De Havilland Aircraft of Canada,presencial,glassdoor,2019-10-28,data analyst,Canada,CA,Northern America,['excel']
2607,29888.0,FGF Brands,presencial,glassdoor,2019-10-16,data analyst,Canada,CA,Northern America,[]
2608,31850.0,Salit Steel,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2609,32066.0,Purolator,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,[]
2610,45981.0,Qualicom,presencial,glassdoor,2019-10-16,data analyst,Canada,CA,Northern America,['r']
2611,45992.0,TC Energy,presencial,glassdoor,2019-11-02,data analyst,Canada,CA,Northern America,[]
2612,46257.0,Purely CRM,presencial,glassdoor,2019-10-16,data analyst,Canada,CA,Northern America,[]
2613,93177.0,CPP Investment Board,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2614,113772.0,BC Centre for Excellence in HIV/AIDS,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,"['excel', 'sql', 'sas']"
2615,113903.0,Lightspeed,presencial,glassdoor,2019-10-24,data analyst,Canada,CA,Northern America,"['looker', 'sql', 'excel']"
2616,114988.0,Scouts Canada,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2617,115005.0,RS Energy Group,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2618,131035.0,Upfeat,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['excel']
2619,137517.0,Mount Saint Vincent University,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2620,137587.0,Project X,presencial,glassdoor,2019-11-01,data analyst,Canada,CA,Northern America,['sql']
2621,137622.0,Botsford Commons,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sql']
2622,137646.0,MNP LLP,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,['excel']
2623,137647.0,500px,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,['excel']
2624,137960.0,Randstad,presencial,glassdoor,2019-11-02,data analyst,Canada,CA,Northern America,[]
2625,69053.0,MindGeek,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,['segment']
2626,69556.0,Northbridge Financial,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2627,69595.0,Farm Credit Canada,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2628,69740.0,American Iron and Metal,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2629,91076.0,LifeLabs,presencial,glassdoor,2019-08-14,data analyst,Canada,CA,Northern America,['sql']
2630,92731.0,EXO Insights,presencial,glassdoor,2019-10-22,data analyst,Canada,CA,Northern America,[]
2631,92933.0,Weston Foods,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2632,146663.0,Allstate,presencial,glassdoor,2019-11-01,data analyst,Canada,CA,Northern America,['sas']
2633,26447.0,Randstad,presencial,glassdoor,2019-09-30,data analyst,Canada,CA,Northern America,"['tableau', 'sas']"
2634,26569.0,Haventree Bank,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2635,27466.0,Medisca,presencial,glassdoor,2019-11-02,data analyst,Canada,CA,Northern America,['sql']
2636,27620.0,Verifone,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2637,27678.0,Constellation Homebuilder Systems,presencial,glassdoor,2019-10-14,data analyst,Canada,CA,Northern America,[]
2638,27993.0,Hyper Hippo,presencial,glassdoor,2019-11-01,data analyst,Canada,CA,Northern America,"['excel', 'r', 'snowflake', 'sql', 'tableau']"
2639,28045.0,Interior Savings Credit Union,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2640,28133.0,Esri Canada,presencial,glassdoor,2019-11-01,data analyst,Canada,CA,Northern America,[]
2641,28408.0,NACG,presencial,glassdoor,2019-10-22,data analyst,Canada,CA,Northern America,[]
2642,43597.0,Plexxis Software,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,"['sql', 'tableau']"
2643,48200.0,BNP Paribas,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,[]
2644,48242.0,The Home Delivery Group,presencial,glassdoor,2019-10-24,data analyst,Canada,CA,Northern America,[]
2645,48343.0,Business Machine Technologies,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['sql']
2646,49807.0,Northbridge Financial,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2647,84169.0,ALMAG Aluminum,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2648,91202.0,Botsford Commons,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sql']
2649,91295.0,University of Waterloo,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,"['r', 'sas']"
2650,91309.0,Axamit,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2651,91403.0,Randstad,presencial,glassdoor,2019-10-11,data analyst,Canada,CA,Northern America,"['python', 'excel', 'r', 'dbt', 'sql', 'tableau']"
2652,98187.0,Provincial Health Services Authority,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2653,98233.0,Lightspeed,presencial,glassdoor,2019-10-24,data analyst,Canada,CA,Northern America,"['looker', 'sql', 'excel']"
2654,106027.0,Consulting Services,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,[]
2655,109760.0,Alterna Savings,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2656,109781.0,BC Public Service,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,[]
2657,109915.0,Tata Consultancy Services,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,[]
2658,109984.0,Central 1,presencial,glassdoor,2019-10-23,data analyst,Canada,CA,Northern America,[]
2659,116639.0,eTeam,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2660,116668.0,Esri Canada,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sql']
2661,116804.0,Manitoba Blue Cross,presencial,glassdoor,2019-10-24,data analyst,Canada,CA,Northern America,[]
2662,52247.0,Randstad,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2663,52276.0,Alterna Savings,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2664,52308.0,Loblaw Companies,presencial,glassdoor,2019-10-19,data analyst,Canada,CA,Northern America,"['r', 'sql']"
2665,52375.0,FCT,presencial,glassdoor,2019-09-13,data analyst,Canada,CA,Northern America,[]
2666,60745.0,Genetec,presencial,glassdoor,2019-10-29,data analyst,Canada,CA,Northern America,[]
2667,60871.0,PressReader,presencial,glassdoor,2019-10-18,data analyst,Canada,CA,Northern America,[]
2668,60924.0,FGF Brands,presencial,glassdoor,2019-10-15,data analyst,Canada,CA,Northern America,[]
2669,62558.0,Rogers Communications,presencial,glassdoor,2019-11-09,data analyst,Canada,CA,Northern America,"['tableau', 'excel']"
2670,70581.0,Eagle Professional Resources,presencial,glassdoor,2019-10-19,data analyst,Canada,CA,Northern America,[]
2671,81719.0,Rexel Canada,presencial,glassdoor,2019-10-28,data analyst,Canada,CA,Northern America,[]
2672,81752.0,Vancouver Coastal Health,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,[]
2673,83009.0,Westcan Bulk Transport,presencial,glassdoor,2019-10-08,data analyst,Canada,CA,Northern America,"['sql', 'excel']"
2674,88702.0,Clouseau Analytics,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['sas']
2675,88742.0,SRA Staffing Solutions,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,[]
2676,88811.0,MindGeek,presencial,glassdoor,2019-10-16,data analyst,Canada,CA,Northern America,[]
2677,63154.0,Weston Foods,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['excel']
2678,63180.0,Canadian Tire,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,['excel']
2679,63181.0,Consulting Services,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,[]
2680,63222.0,Randstad,presencial,glassdoor,2019-09-24,data analyst,Canada,CA,Northern America,[]
2681,63257.0,eTeam,presencial,glassdoor,2019-09-03,data analyst,Canada,CA,Northern America,[]
2682,68330.0,Accreon,presencial,glassdoor,2019-10-16,data analyst,Canada,CA,Northern America,[]
2683,68347.0,Benchmark Consulting Canada,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,[]
2684,68355.0,Providence Health Care,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2685,72053.0,Verifone,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2686,72099.0,Vichara Technologies,presencial,glassdoor,2019-10-28,data analyst,Canada,CA,Northern America,['sql']
2687,72185.0,Rogers Communications,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2688,73810.0,FGF Brands,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2689,73823.0,Grantek,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,"['sql', 'excel']"
2690,73867.0,Odlum Brown,presencial,glassdoor,2019-10-28,data analyst,Canada,CA,Northern America,[]
2691,73918.0,Manulife,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2692,73994.0,belairdirect,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,"['sql', 'sas']"
2693,98450.0,Workplace Safety North,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,['sas']
2694,98768.0,Fairweather,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,['excel']
2695,46423.0,Traction on Demand,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2696,50446.0,iPipeline,presencial,glassdoor,2019-10-22,data analyst,Canada,CA,Northern America,[]
2697,50520.0,CPP Investment Board,presencial,glassdoor,2019-10-26,data analyst,Canada,CA,Northern America,[]
2698,53194.0,Precision IT,presencial,glassdoor,2019-10-10,data analyst,Canada,CA,Northern America,[]
2699,53548.0,lululemon,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,"['sql', 'excel']"
2700,53686.0,Alcanna,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,"['sql', 'excel']"
2701,53756.0,Equitable Life Insurance Company of Canada,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2702,54222.0,Satori Consulting,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,"['python', 'sql', 'excel']"
2703,55407.0,Behaviour Interactive,presencial,glassdoor,2019-11-01,data analyst,Canada,CA,Northern America,"['python', 'r', 'segment', 'sql', 'tableau']"
2704,65416.0,lululemon,presencial,glassdoor,2019-10-15,data analyst,Canada,CA,Northern America,[]
2705,65480.0,Sterling-Turner,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,"['r', 'sql']"
2706,65505.0,Mino Games,presencial,glassdoor,2019-11-01,data analyst,Canada,CA,Northern America,[]
2707,65584.0,Systematix,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2708,126581.0,Air Liquide,presencial,glassdoor,2019-10-19,data analyst,Canada,CA,Northern America,[]
2709,127187.0,RGA Woodworking,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,['segment']
2710,127339.0,Financeit,presencial,glassdoor,2019-10-17,data analyst,Canada,CA,Northern America,['excel']
2711,127699.0,Hifyre,presencial,glassdoor,2019-10-22,data analyst,Canada,CA,Northern America,"['looker', 'sql', 'excel']"
2712,127824.0,EXFO,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2713,128360.0,Manulife,presencial,glassdoor,2019-11-05,data analyst,Canada,CA,Northern America,[]
2714,128619.0,isgSearch,presencial,glassdoor,2019-11-04,data analyst,Canada,CA,Northern America,[]
2715,146286.0,Desjardins,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,[]
2716,3966.0,QuEST Global,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,"['excel', 'sas']"
2717,4046.0,Quadra Chemicals,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2718,4145.0,Comtech Group,presencial,glassdoor,2019-10-08,data analyst,Canada,CA,Northern America,[]
2719,9007.0,NumerixS Quant,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['python']
2720,9129.0,Ipex,presencial,glassdoor,2019-10-21,data analyst,Canada,CA,Northern America,['excel']
2721,9224.0,BNP Paribas,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,[]
2722,13924.0,Interior Savings Credit Union,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2723,14176.0,WatrHub,presencial,glassdoor,2019-11-06,data analyst,Canada,CA,Northern America,"['sql', 'excel']"
2724,18975.0,Mino Games,presencial,glassdoor,2019-11-01,data analyst,Canada,CA,Northern America,[]
2725,19011.0,Mercer,presencial,glassdoor,2019-10-28,data analyst,Canada,CA,Northern America,['excel']
2726,35708.0,Staffigo Technical Services,presencial,glassdoor,2019-08-07,data analyst,Canada,CA,Northern America,[]
2727,35820.0,Glu Mobile,presencial,glassdoor,2019-10-30,data analyst,Canada,CA,Northern America,"['r', 'presto', 'tableau']"
2728,38600.0,PayByPhone,presencial,glassdoor,2019-10-14,data analyst,Canada,CA,Northern America,"['periscope', 'sql', 'excel']"
2729,38860.0,Scouts Canada,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2730,40688.0,Eagle Professional Resources,presencial,glassdoor,2019-11-09,data analyst,Canada,CA,Northern America,[]
2731,40859.0,Strategic Business Systems,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,"['r', 'sql']"
2732,40927.0,HomeStars,presencial,glassdoor,2019-10-28,data analyst,Canada,CA,Northern America,"['periscope', 'sql']"
2733,41015.0,Sinclair Dental,presencial,glassdoor,2019-10-24,data analyst,Canada,CA,Northern America,[]
2734,141147.0,Canadian Tire,presencial,glassdoor,2019-10-31,data analyst,Canada,CA,Northern America,[]
2735,141276.0,TELUS,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,['sql']
2736,819.0,MindGeek,presencial,glassdoor,2019-10-23,data analyst,Canada,CA,Northern America,['sql']
2737,854.0,BMO Financial Group,presencial,glassdoor,2019-10-25,data analyst,Canada,CA,Northern America,[]
2738,907.0,Step by Step Professional Services,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2739,987.0,Vancouver Coastal Health,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
2740,10788.0,MindGeek,presencial,glassdoor,2019-11-07,data analyst,Canada,CA,Northern America,['segment']
2741,36124.0,Institute for Clinical Evaluative Sciences,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,"['sql', 'sas']"
2742,37300.0,Deloitte,presencial,glassdoor,2019-11-08,data analyst,Canada,CA,Northern America,[]
